Extract No.	Need to be Checked(Y/N)	Old Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	Museum Code	Age	Period	Neolithic (Y/N/W)	Group	Country	Location	Site Code/Name	Wild/Dom Status	GMM Status	Desired Cov / Current Cov	Seq. strategy (N*S=lane * Shotgun; N*W=lane*WG Wapture; M=mt Capture). UDG for >55bp	Sequencing Status	Source Person	Other Details	Other Details2	Old Haplogroup	Consensus	Internal	External	Lat	Long	mtDNA_cov	mtDNA_bp	DNA	GMM ID (AE)	mtDNA source
AA526	N		1269	373247	0.339989337	0.129404925	0	0.0134	38.00159744	18.34346781	53.71429949	13.18860048		2000BC	Early Bronze Age 	N		Turkey	Acemhöyük							Benjamin Arbuckle?	AC13447			-	9	39	38.41	33.84	0	0	0	no	NA
AA533	N	GL1131	483	NA	18.84057971	16.97722567	NA	0	57.18072289	15.13769691	NA	NA	6614		Modern	N		Israel	GUR ARFE, S DEAD SEA							?			BK	-	None	46	_	_	0	0	0	no	NA
AA534	Y	GL1132	992396	NA	27.440558	19.00743252	NA	0.0634	46.77519483	7.164439398	NA	NA	6714		Modern	N	?	Israel	Ayelet Hashachar							?			A	Eu	None	15	_	_	NA	NA	0	no	PCR
AA535	N	GL1127	3239316	NA	47.89230196	44.5033149	NA	0.1415	59.150904	16.07786088	NA	NA	3959		Modern	N	EUD	Israel								?	A		A	Eu	None	17	42.03	43.47	7.775356648	16186	3	no	BOTH
AA560	N		4041461	NA	13.62447887	12.66880962	NA	0.5488	65.6952067	15.13047115	NA	NA			Modern	N	EUD	Israel	Wadi Qelt. Tissue							?	E1			Eu	None	13	31.84	35.39	75.47848071	16518	3	no	NGS
AA641	N		11329	104806	10.80949564	0.246169112	0	0.8552	23.99268739	15.68664012	63.91659833	16.16582077	Extraction Blank			NA	NA				NA	NA	NA	NA	NA	NA	NA	NA	NA	-	NA	NA	NA	NA	NA	NA	NA	NA	NA
AL1017	N	AL1017	508	239604	0.212016494	0.031301648	0	0.2264	21.23409669	7.317239761	64.05614872	14.01951407	KL12-1	9000-8500 cal BC	Neolithic	Y		Cyprus	Klimonas							?	KL12-1			-	2	5	34.71	33.13	0.010774695	179	0	no	NA
AL1024	N	AL1024	1457	527709	0.276099138	0.033730711	0	0.1084	20.09699769	4.638202913	58.30817494	14.16116488	KL12-8	9000-8500 cal BC	Neolithic	Y		Cyprus	Klimonas							?	KL12-8			-	3	5	34.71	33.13	0	0	0	no	NA
AL1025	N	AL1025	1311	436709	0.300199904	0.027707238	0	0.3082	21.02976847	7.88298782	62.95264093	13.70154162	KL12-9	9000-8500 cal BC	Neolithic	Y		Cyprus	Klimonas							?	KL12-9			-	4	5	34.71	33.13	0	0	0	no	NA
AL1026	N	AL1026	341	43016	0.792728287	0.023247164	0	0.2522	18.14117647	5.447284105	69.00170044	11.77156341	KL12-10	9000-8500 cal BC	Neolithic	Y		Cyprus	Klimonas							?	KL12-10			-	5	5	34.71	33.13	0	0	0	no	NA
AL1031	Y	AL1031	529	149995	0.352678423	0.123337445	0	0.0888	37.82365145	17.53985722	66.31412223	11.87877569	KL12-15	9000-8500 cal BC	Neolithic	Y	?	Cyprus	Klimonas							?	KL12-15			Y1	6	12	34.71	33.13	0.216396798	3144	1	no	NGS
AL1062	Y	AL1062	552	480018	0.114995688	0.014791112	1	0.1105	25.82892057	16.68945832	69.18785225	10.96182078	GOM 13/72	?	Neolithic	Y	EUD-A	Serbia	Gomolava			Small Domestic				David Orton	GOM 13/72	X.54 D004575 		It	7	13	44.89	19.75	1.914584964	13429	1	NovS-GOM-54	NGS
AL1063	N	AL1063	544	253503	0.214593121	0.018145742	1	0.1581	23.70305677	14.25568455	65.58501995	13.61009809	GOM 23/84	?		W	BLW-A	Serbia	Gomolava			Large Wild(91.86%)				David Orton	GOM 23/84	X.13 D004574		Y2	8	13	44.89	19.75	0.599951845	7154	1	NovS-GOM-13	NGS
AL1068	Y	AL1068	2149	83698	2.567564338	0.137398743	0	0.4709	19.55672823	6.958035115	61.72578187	16.23134376	GOM 143/77	?	Neolithic	Y	EUD-A	Serbia	Gomolava			Small Domestic		M		David Orton	GOM 143/77	X.117 D004578		Y1	9	13	44.89	19.75	1.405706375	11818	1	NovS-GOM-117	NGS
AL1070	N	AL1070	5142	364076	1.412342478	0.166174096	0	0.1412	20.46467391	7.642263264	53.57166369	17.11464225	GOM 97/77	?		W	BLW-A	Serbia	Gomolava			Large Wild(100%)		M		David Orton	GOM 97/77	X.38 D004576		Eu	10	18	44.89	19.75	0.342502859	4808	1	NovS-GOM-38	NGS
AL1072	Y	AL1072	147	90590	0.162269566	0.009934871	0	0.1973	19.41525424	7.609402945	65.76498714	12.10696184	KLI 6	?	Neolithic	Y	?	Cyprus	Klimonas 2012							?	KLI 6	KLII. St10 US 10.6		Y1	11	18	34.71	33.13	0.073436465	1053	1	no	NGS
AL1102	Y	AL1102	549	241392	0.227430901	0.079538676	1	0.2131	36.63888889	15.34443426	60.14076469	13.48734174	ULCK 13792	6800-6500 cal BC	Neolithic	Y	?	Turkey	Ulucak Höyük							Canan Çakirlar	441 C. Arruda	ULCK 13792		Y1	12	18	38.43	27.42	17.53042798	15827	1	no	NGS
AL1103	Y	AL1103	228	382406	0.059622495	0.026150217	0	0.0044	33.70044053	16.18034834	62.55895451	13.06484545	ULCK 19794	6800-6500 cal BC	Neolithic	Y	?	Turkey	Ulucak Höyük							Canan Çakirlar	ULCK 19794			Y1	13	18	38.43	27.42	2.45867694	13649	1	no	NGS
AL1104	N	AL1104	6148	163452	3.761348898	0.156620904	0	0.6506	20.93575419	9.063794348	50.76668841	16.53772009	MR4 549-2473	5800-5600 cal BC				Turkey	Marmaray -Yenikapi					M		Canan Çakirlar		MR4 549-2473		-	1	20	_	_	0.003671823	61	0	no	NA
AL1105	Y	AL1105	1853	413504	0.448121421	0.243528479	1	0.0696	46.64443155	16.8618544	61.24688721	14.22211319	FCN 4499	c. 3000 BC	Late Chalcolithic	N	?	Turkey	Çadır Höyük							Benjamin Arbuckle	FCN 4499			ArmT	2	20	39.68	35.14	3.055980256	14373	1	no	NGS
AL1106	Y	AL1106	567	400083	0.141720593	0.054738642	20	0.0564	36.64859813	16.8179243	60.4666755	13.89315906	FCN 4217	c. 3000 BC	Late Chalcolithic	N	?	Turkey	Çadır Höyük					M		Benjamin Arbuckle	FCN 4217			ArmT	3	18	39.68	35.14	28.44531391	16131	1	no	NGS
AL1107	Y	AL1107	891	322087	0.276633332	0.170140366	7	0.0404	54.51929825	16.89093793	66.22596421	11.89213073	FCN 4358	1000 BC	Middle Chalcolithic era to Byzantine	N	?	Turkey	Çadır Höyük							Benjamin Arbuckle	FCN 4358			ArmT	4	18	39.68	35.14	29.95599831	16019	1	no	NGS
AL1108	Y	AL1108	172	44134	0.38972221	0.12008882	0	0.0872	36.02547771	17.69178755	64.5281398	12.95480713	FCN 3916	4500 BC	Chalcolithic	N	?	Turkey	Çadır Höyük							Benjamin Arbuckle	FCN 3916			ArmT	5	18	39.68	35.14	0.935833383	9595	1	no	NGS
AL1109	N	AL1109	1994	172750	1.154269175	0.090303907	0	0.6048	20.57233503	9.610513944	64.62140326	14.51405138	3807 NovS-GOM-104	?				Serbia	Gomolava					M		David Orton	GOM-104			-	6	18	44.89	19.75	0	0	0	no	NA
AL1110	N	AL1110	418	377517	0.110723491	0.050063971	0	0.0957	46.70634921	20.99149788	64.6629649	12.409609	3861 NovS-GOM-10	?		W	EUW-A	Serbia	Gomolava							David Orton	GOM-10			Y2	7	18	44.89	19.75	1.608740143	12403	1	2 teeth-> one large domestic, one Large Wild(100%)	NGS
AL1111	Y	AL1111	990	329324	0.300615807	0.172170871	3	0.0303	51.1875	20.71556844	64.85368698	12.93761061	3801 NovS-GOM-52	?		W	?	Serbia	Gomolava			2 teeth Large Wild(100%) and Large Domestic(60.63%)				David Orton	GOM-52			Y2	8	18	44.89	19.75	26.42575092	15987	1	NovS-GOM-52	NGS
AL1112	N	AL1112	1844	132805	1.388501939	0.071533451	0	0.4187	19.11753731	5.096930687	62.13775344	15.9182828	3796 NovS-GOM-70	?				Serbia	Gomolava			Large Wild(57.85% and (98.64%))		M		David Orton	GOM-70			-	9	18	44.89	19.75	0	0	0	NovS-GOM-70	NA
AL1113	Y	AL1113	208	418985	0.049643782	0.006682817	0	0.125	21.3956044	9.22748611	68.77038087	11.08611134	3784 NovS-GOM-73	?		W	?	Serbia	Gomolava			Large Wild(76.63%) and Large Domestic(90.05%)				David Orton	GOM-73			Y2	10	13	44.89	19.75	0.434057666	5625	1	NovS-GOM-73	NGS
AL1114	Y	AL1114	407	198616	0.204918033	0.062935514	3	0.1229	35.17366947	20.16193101	63.73489419	14.02537595	3776 NovS-GOM-89	?		W	?	Serbia	Gomolava			Large Wild(100%) and Small Domestic				David Orton	GOM-89			Y1	11	13	44.89	19.75	2.835430085	14424	1	NovS-GOM-89	NGS
AL1115	N	AL1115	1072	126922	0.844613227	0.12527379	0	0.3918	31.15644172	18.15989923	60.39630994	15.30290143	3785 NovS-GOM-99	?				Serbia	Gomolava			Large Domestic(85.82%) and Large Wild(100%)		M		David Orton	GOM-99			-	12	13	44.89	19.75	0	0	0	NovS-GOM-99	NA
AL1116	Y	AL1116	241	399110	0.060384355	0.010523415	0	0.0788	24.73423423	13.10440495	60.12978494	13.51587691	MIMMO1	about 1000 BP		N	?	Italy	Mount Petrino (Mondragone)							Mimmo?	MIMMO1			Y2	13	13	41.10	13.88	0.621561428	6983	1	no	NGS
AL1124_bis	N	AL1124	1544	127580	1.210221038	0.049380781	0	0.6503	21.09814815	9.892539321	57.25361838	15.14911291	3153		Aceramic Neolithic	Y		Iraq	?					M		?	1402	CZAP site: BEST Date: 10/4/13 HP 		-			42.03	43.47	NA	NA	0	?	NA
AL1125_bis	N	AL1125	343	462672	0.074134592	0.006916347	0	0.3703	23.52314815	14.35818934	69.86405863	9.524594798	3207		Aceramic Neolithic	Y		Iraq	?							?	1350-3207	CZAP site: BEST Date: 18/4/13 BF: 3318		-			42.03	43.47	NA	NA	0	?	NA
AL1126_bis	N	AL1126	1105	783042	0.141116313	0.005874525	0	0.1068	65.80344478	16.190858	64.42764176	12.0210515	3226		Aceramic Neolithic	Y		Iraq	?							?	1414	BEST		-			42.03	43.47	NA	NA	0	?	NA
AL1144	N	AL1144		NA	NA	NA	NA	NA	NA	NA	NA	NA	ULCK 19794	6800-6500 cal BC	Neolithic	Y	NED-A	Turkey	Ulucak Höyük		Domestic					Canan Çakirlar				Y1			38.43	27.42	0.837055318	6468	3	no	NGS
AL612	Y	AL612	1047	1006675	0.104005762	0.054237962	7	0.0201	42.10136452	17.18318685	56.78879834	13.39908454	SCA07	3,500-2,700BC		N	?	Italy	Napoli							Valeria?	SCA07			It	3	3	40.83	14.25	22.30229338	16176	1	no	NGS
AL613	Y	AL613	3614	243754	1.482642336	0.843473338	12	0.1057	49.19059406	15.00783448	60.40068701	13.81271602	SCA08	900-535BC		N	?	Italy	Napoli					M		Valeria?	SCA08			Eu	4	3	40.83	14.25	24.36393186	16337	3	no	NGS
AL616	N	AL616	484	58362	0.829306741	0.063397416	0	0.2438	19.9726776	8.527429839	60.62991896	15.74656776	SCA18		Mesolithic VIII millennio BC	W	EUW-A	Italy	Napoli		Wild			M		Valeria?	SCA18			Eu	5	3	40.83	14.25	0.220189009	3325	1	no	NGS
AL643	Y	AL643	1290	302457	0.426506908	0.033393177	1	0.4597	21.11190818	9.747330254	61.33971921	13.5789297	AH 602.381	7850 +100 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük							Joris Peters	AH 602.381			Y1	6	3	45.03	34.49	0.681634864	7712	1	no	NGS
AL644	N	AL644	2677	532321	0.502892052	0.196122265	0	0.1688	46.22606742	22.88854454	60.96783795	13.85606369	AH 521.10	7600 +100 cal BC	Neolithic	N		Turkey	Asikli Höyük							Joris Peters	AH 521.10			-	7	3	45.03	34.49	0	0	0	no	NA
AL645	N	AL645	1838	377444	0.486959655	0.028348576	0	0.2688	19.94791667	7.993032808	66.72855551	11.87479689	AH 603.431	7850 +100 cal BC	Neolithic	N		Turkey	Asikli Höyük							Joris Peters	AH 603.431			-	8	3	45.03	34.49	0	0	0	no	NA
AL646	Y	AL646	759	112759	0.673117002	0.290885872	0	0.0725	50.74573864	19.83522045	61.19139516	13.48296801	M24-13	8000 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük							Joris Peters	M24-13			Y1	1	4	45.03	34.49	0.113224583	1722	1	no	NGS
AL647	Y	AL647	138	37106	0.371907508	0.053899639	0	0.1957	27.26126126	18.37177267	72.34299738	8.079834139	AHS 37.1	?	Neolithic	Y	?	Turkey	Asikli Höyük							Joris Peters	AHS 37.1			Y1	2	4	45.03	34.49	0.434057666	5872	1	no	NGS
AL706	Y	AL706	405	131358	0.308317727	0.05937971	3	0.2	27.30246914	15.01416854	62.90116319	12.83756681	M24-17	8000 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük							Joris Peters	M24-17			Y1	3	4	45.03	34.49	18.64365256	16065	1	no	NGS
AL708	Y	AL708	1614	50475	3.197622585	1.606736008	1	0.2045	52.51713396	19.7427458	62.97483298	12.84371586	AH 603.461	7850 +100 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük					M		Joris Peters	AH 603.461			Y1	4	4	45.03	34.49	11.26924698	15768	3	no	NGS
AL712	Y	AL712	598	17136	3.489729225	2.176704015	0	0.0217	55.08717949	18.39467211	64.60666939	13.74410264	AH 602.378	7850 +100 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük					M | W	Need to Capture, PP and TS	Joris Peters	AH 602.378			Y1	5	4	45.03	34.49	37.95822549	16161	3	no	BOTH
AL714	Y	AL714	898	305470	0.293973222	0.037974269	0	0.3352	24.08375209	12.59206448	56.55890015	13.65106139	M24-16	8000 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük							Joris Peters	M24-16			Y1	6	4	45.03	34.49	4.514296033	15250	1	no	NGS
AL718	N	AL718	25379	59236	42.84387872	28.90978459	10	0.047	56.58242031	14.09481432	59.21921301	14.32287266	M24-5	8000 cal BC	Neolithic	W	NEW-A	Turkey	Asikli Höyük		Wild		10 / 0	5S	Sequenced (2 lanes). To be radiocarbon dated? Maybe UDG treat and sequence more?	Joris Peters	M24-5			-	4		45.03	34.49	228.1653524	16434	3	no	NA
AL720	Y	AL720	2019	160510	1.257865554	0.666002118	1	0.0154	40.60714286	16.15323855	47.04151945	13.40369662	AH 521.11	7600 +100 cal BC	Neolithic	W	NEW-A	Turkey	Asikli Höyük		Wild			M		Joris Peters	AH 521.11			Y1	8	4	45.03	34.49	10.43586348	15674	3	no	NGS
AL724	N	AL724	1289	105831	1.217979609	0.087875953	0	0.3382	23.10902696	14.74091032	68.18946819	11.61134793	M24-7	8000 cal BC	Neolithic	N		Turkey	Asikli Höyük					M		Joris Peters	M24-7			-	9	4	45.03	34.49	0	0	0	no	NA
AL725	Y	AL725	1831	160416	1.141407341	0.244988031	0	0.2851	31.20702827	15.60921117	60.1757039	14.28694209	M24-15	8000 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük					M		Joris Peters	M24-15			Y1	10	4	45.03	34.49	5.199482333	15261	1	no	NGS
AL726	Y	AL726	433	85432	0.506835846	0.264537878	0	0.0185	45.07764706	20.50589179	54.5042611	14.46129959	AH 427.52	7600 +100 cal BC	Neolithic	Y	?	Turkey	Asikli Höyük							Joris Peters	AH 427.52			Y1	11	4	45.03	34.49	2.507734906	13800	1	no	NGS
AL729	Y	AL729	277	47627	0.581602872	0.104982468	3	0.2202	35.1712963	20.32602434	59.81331203	13.85653559	251-DNA 12		Upper Palaeolithic	W	EUW-A	Georgia	?							Ron Pinhasi	251-DNA 12	II, S23a, 535-540, 2 floor		It	12	4	42.03	43.47	29.55480648	15941	1	?	NGS
AL730	Y	AL730	2766	152260	1.81662945	1.196637331	2	0.0033	63.71889735	14.21704992	61.71225148	12.9460905	210-DNA 3		Upper Palaeolithic	W	NEW-A	Georgia	?		Wild			M		Ron Pinhasi	210-DNA 3	II, T21c, 530-535, 2 floor		Y1	13	4	42.03	43.47	26.87937158	15864	3	?	NGS
AL731	Y	AL731	788	409691	0.192340081	0.02709359	0	0.3477	33.75680934	20.62855386	63.19475987	12.70017824	234-DNA 10		Upper Palaeolithic	W	EUW-A	Georgia	?		Wild					Ron Pinhasi	234-DNA 10	II, S23a, 530-535, 2nd floor 		It	1	5	42.03	43.47	1.004935894	9304	1	?	NGS
BLT004	Y	New Tell Aqab #1	253437	7568193	3.348712169	0.621086169	0	0.1069	20.95544697	5.105516906	36.88419703	19.53921996				?	?	Syria	Tell Aqab							László Bartosiewicz				-			37.10	40.93	0	0	0	no	NA
BLT005	Y	New Tell Aqab #2	52370	6023584	0.869415949	0.171741608	2	0.1141	21.35066279	9.168234147	50.07275597	32.60420548				?	?	Syria	Tell Aqab							László Bartosiewicz				-			37.10	40.93	0.006199964	2	0	no	NA
BLT006	N	LG402	59534	3485689	1.707955013	0.665435155	40	0.1032	28.70948287	12.5339343	46.73653603	26.61062296	ICO_07	8249-7964 cal. BC	Mesolithic	W	BLW-A	Romania	Icoana		Wild	pre domestic assumed to be Wild				Adrian Balasescu	Schela Cladovei culture		Christina	-			44.42	24.72	0.101546981	40	3	MNHR-ICO-007	BOTH
BLT007	Y	LG397	76943	7415233	1.037634286	0.255608961	40	0.107	23.65827851	10.63671086	53.90881164	37.53384031			Mesolithic	W	?	Romania	Icoana							Adrian Balasescu	Schela Cladovei culture		n/a	-			44.42	24.72	0.087582014	40	3	no	NGS
BLT008	N	LG404	63857	6964627	0.916876094	0.494757293	29	0.1146	37.20312334	14.80299291	55.8141778	32.14098524	ICO_09	8274-7967 cal. BC	Mesolithic	W	BLW-A	Romania	Icoana		Wild	pre domestic assumed to be Wild				Adrian Balasescu	Schela Cladovei culture		Y2	Y2			44.42	24.72	0.077469452	29	3	MNHR-ICO-009	BOTH
BLT009	N	LG434	130301	5736981	2.271246846	0.864653378	220	0.11	28.44336946	12.15155895	42.00198335	23.02801192	MAG_04	6200 BC?	Neolithic	W	BLW-A	Romania	Magura		Wild	Large Wild(89.22%)				Adrian Balasescu			C-side	Eu			44.42	24.72	0.483175826	220	3	MNHR-MAG-004	BOTH
BLT010	N	LG438	282299	4702576	6.003071508	3.591223193	862	0.1158	35.94177881	10.1742248	52.8197428	36.93082307		5318-5078 cal. BC	Neolithic	Y	EUD-A	Romania	Magura		Domestic	Small Domestic				Adrian Balasescu			Y1	Y1			44.42	24.72	1.946186721	862	3	MNHR-MAG-007	BOTH
BLT011	N	LG477	31185	5379980	0.579648995	0.158885349	12	0.1108	25.19538406	13.87515029	50.43762877	29.82668691			Late Chalcolithic	N	NED-A	Turkey	Çamlibel Tarlasi			Small Domestic				Adrian Balacescu			Y1	Y1			40.02	34.61	0.035755132	12	2	EDI-CAM-778-5155b	PCR
BLT012	N	LG492	46572	5059708	0.920448374	0.299799909	34	0.1131	27.35598596	14.14224826	53.08136706	33.78803698			Late Chalcolithic	N	NED-A	Turkey	Çamlibel Tarlasi			Small Domestic				Adrian Balacescu			Arm1T	ArmT			40.02	34.61	0.077048095	34	3	EDI-CAM-325-987	BOTH
BLT013	N	LG184	51767	6195814	0.835515721	0.299879887	164	0.112	27.79082465	13.06183531	54.42464158	36.67334112	02,1,2		Neolithic	Y	EUD-A	Serbia	Vinça Belo Brdo		Metric Domestic					Vesna Dimitrijevic			C-side	Eu			44.76	20.62	0.385541443	164	3	no	BOTH
BLT014	N	LG058	432521	4287728	10.08741693	6.573691242	423	0.1199	41.18850185	13.3529387	60.16263126	39.02932888	BB 02-37/11		Neolithic	Y	EUD-A	Serbia	Vinça Belo Brdo		Metric Domestic					Vesna Dimitrijevic	SE_BB_08		Y1	Y1			44.76	20.62	1.039788118	423	3	no	BOTH
BLT015	Y	LG491	54340	5541354	0.980626757	0.504371314	178	0.1209	36.60355042	15.64341331	52.90705074	30.40283488			Late Chalcolithic	N	?	Turkey	Çamlibel Tarlasi							László Bartosiewicz			Arm1T	ArmT			40.02	34.61	0.512911575	178	3	no?	BOTH
BLT016	N	LG488	41200	3706548	1.111546377	0.402800665	47	0.1051	28.7250339	14.65814524	48.69337894	29.17423832			Late Chalcolithic	N	NED-A	Turkey	Çamlibel Tarlasi			Small Domestic				László Bartosiewicz			Arm1T	ArmT			40.02	34.61	0.123457533	47	3	EDI-CAM-796-5229	BOTH
BLT017	N	LG479	46233	3648024	1.267343636	0.456219586	35	0.101	27.78675232	13.24404235	50.21247214	32.15579813			Late Chalcolithic	N	NED-A	Turkey	Çamlibel Tarlasi			Small Domestic				László Bartosiewicz			Y1	Y1			40.02	34.61	0.07933546	35	3	EDI-CAM-891-5779	BOTH
BLT018	Y	LG476	110753	4256349	2.602065761	1.545479471	336	0.1123	39.89300826	15.26310624	51.15122227	28.49505114			Late Chalcolithic	N	?	Turkey	Çamlibel Tarlasi							László Bartosiewicz			Arm1T	ArmT			40.02	34.61	0.921266478	336	3	no?	BOTH
BLT019	Y	LG475	63112	6394454	0.98698028	0.455723037	254	0.1153	32.45880941	14.42998202	64.50722917	45.57495713			Late Chalcolithic	N	?	Turkey	Çamlibel Tarlasi							László Bartosiewicz			Arm1T	ArmT			40.02	34.61	0.651899115	254	3	no?	BOTH
BLT020	N	LG493	34731	6339213	0.54787558	0.159625493	11	0.1136	24.92229982	13.06921013	46.58119161	26.58668544			Late Chalcolithic	N	NED-A	Turkey	Çamlibel Tarlasi			Small Domestic				László Bartosiewicz			Arm1T	ArmT			40.02	34.61	0.026846446	11	2	EDI-CAM-925-5377	PCR
BLT021	N	LG187	8532	3979572	0.214394915	0.076088584	16	0.1241	33.45791516	22.72006647	61.94456346	34.63721433	9/19/98-V		Neolithic	W	BLW-A	Serbia	Vinča-Belo Brdo		GMM Large Wild	Large Wild(100%)				Vesna Dimitrijevic			Y2	Y2			44.76	20.62	0.040209475	16	2	BEO9-19-98V	PCR
BLT022	Y	LG770	33815	5742511	0.5888539	0.197439761	33	0.1162	27.01853649	13.97050905	52.02627234	31.8941731		5600-5800 cal BC	Neolithic	Y	EUD-A	Bulgaria	Madzhari		GMM Small Domestic	2 teeth-> Domestic(75.74%), Small domestic				Lionel Gourichon			Y1	Y1			40.02	34.61	0.102750858	33	3	cepam-MDI04-4074	BOTH
BLT023	Y	LG771	53797	5238482	1.02695781	0.57642653	63	0.1177	41.94212334	19.16160215	63.34117728	40.29297138		5600-5800 cal BC	Neolithic	Y	EUD-A	Bulgaria	Madzhari		GMM Small Domestic	Small Domestic				Lionel Gourichon			Y1	Y1			40.02	34.61	0.193824114	63	3	cepam-MDI04-4366	BOTH
BLT024	N	LG262	2103175	3286147	64.00124523	45.62668682	36	0.1374	53.63900436	20.7904914	57.42597571	30.34017045			Mesolithic	W	BLW-A	Serbia	Vlasac		Wild					Vesna Dimitrijevic			Y2	Y2			42.80	18.22	0.094865467	36	2	no	BOTH
BLT025	N	LG260	53930	4981088	1.082695186	0.443778548	884	0.1137	32.97949791	17.77448093	57.48912493	40.13613151		7060-6769 cal. BC	Mesolithic	W	BLW-A	Serbia	Vlasac		Wild					Vesna Dimitrijevic			Y2	Y2			42.80	18.22	2.531812436	884	3	no	BOTH
BLT026	N	LG261	30704	4277833	0.717746579	0.144886441	38	0.1015	22.81183166	11.92441306	52.54670416	31.05476109		7134-6825 cal. BC	Mesolithic	W	BLW-A	Serbia	Vlasac		Wild					Vesna Dimitrijevic			Y2	Y2			42.80	18.22	0.133871065	38	3	no	BOTH
BLT027	N	LG264	69389	5356239	1.295479907	0.459538867	110	0.1092	29.19995147	15.25535104	59.15426186	42.2478747			Mesolithic	W	BLW-A	Serbia	Vlasac		Wild					Vesna Dimitrijevic			Y2	Y2			42.80	18.22	0.294588575	110	3	no	BOTH
BLT029	N	LG397	89607	8334440	1.075141221	0.335811404	113	0.1054	25.49497911	11.08352647	50.64427943	33.42924454	ICO_03		Mesolithic	W	BLW-A	Romania	Icoana		Wild					Adrian Balasescu	Schela Cladovei culture		n/a	-			44.42	24.72	0.234093782	113	3	MNHR-ICO-003 ?	NGS
GL1000	N	GL1000	6	321	1.869158879	0.31152648	1	0	28	12.08304597	62.74143302	15.87072176	Grotta	7,000-6,500 BC cal	Mesolithic	W	EUW-A	Italy	Grotta Maddona		Wild					Antonio Tagliacozzo			ANC-Cside	Eu	7	37	38.20	16.17	0.002347559	39	0	no	PCR
GL115	N	GL115	10	189	5.291005291	2.645502646	0	0	58.1	19.7846742	67.12698413	13.57621363	1	12,000-10,000 BC	Epipalaeo	W	EUW-A	Germany	Alldendorf		Wild					Norbert Benecke			ANC-Cside	Eu	8	37	51.04	8.67	0	0	0	no	PCR
GL123	N	GL123	5561	236807	2.348325852	1.388894754	54	0.8166	29.81862745	19.7943164	63.77867617	13.11393592	21	5,500-5,000 BC cal	LBK	W	EUW-A	Germany	Eilsleben		Wild					Hans-Jürgen Döhle			ANC-Cside	Eu	10	37	52.15	11.22	0.209835671	3114	1	no	BOTH
GL126	N	GL126	12	98	12.24489796	6.12244898	0	0	66	12.63472847	65.67346939	15.20836416	1	6th millennium BC		W	EUW-A	Moldova	Soroca III		Wild					Norbert Benecke			ANC-Cside	Eu	11	37	48.16	28.29	0	0	0	no	PCR
GL128	N	GL128	13	108	12.03703704	3.703703704	0	0	65.53846154	11.2739773	70.78703704	10.69723602	1	9th-8th mil BC cal	Mesolithic	W	EUW-A	Ukraine	Span-Koba		Wild					Norbert Benecke			ANC-Y2-5A	Y2	12	37	45.25	34.40	0	0	0	no	PCR
GL210	N	GL210	5	257	1.945525292	0.778210117	0	0	35.8	18.32211778	59.26848249	17.64343835	JG202	8435-8645 cal BC		W	EUW-A	Netherlands	Southern Bight		Wild					Klaas Post/Dick Mol/Jan Glimmerveen			ANC-Cside	Eu	13	37	52.90	2.89	0	0	0	no	PCR
GL321	N	GL321	3252	35919	9.053704168	1.330772015	8	0.2008	40.92304733	17.35579106	50.46327908	16.12339606	Roucador	c.4,200-3,500 BC cal	Mid Neolithic	W	EUW-A	France	Roucadour		Wild					Jean-Denis Vigne / Anne Tresset			ANC-Aside	Eu	1	41	44.40	1.47	0.026846446	446	0	no	PCR
GL333	N	GL333	5981	43487	13.75353554	2.175362752	3	0.1493	41.08863994	16.08936015	53.23651218	18.47305496	Z885	2,600-1,800 BC cal?	Chalcolithic/Early Bronze	W	EUW-A	Portugal	Zambujal		Wild					Simon Davis			ANC-Cside	Eu	2	41	38.77	9.32	0.005658219	94	0	no	PCR
GL37	N	GL37	4929	61870	7.96670438	1.141102311	3	0.2171	38.24410469	17.20004019	54.56013158	16.65709586	8	c. 2700-2300 BC	Eneolithic	W	EUW-A	Czech Rep.	Homolka		Wild					Peabody Museum of Archaeology and Ethnology			ANC-Cside	Eu	3	41	50.09	14.43	0.022151327	368	0	no	PCR
GL38	N	GL38	1837	19578	9.382980897	1.685565431	6	0.1628	31.66319896	16.28634341	42.85211889	15.64310993	9	c. 2700-2300 BC	Eneolithic	W	EUW-A	Czech Rep.	Homolka		Wild					Peabody Museum of Archaeology and Ethnology			ANC-Cside	Eu	6	41	50.09	14.43	0.016192139	269	0	no	PCR
GL454	Y	GL454	6255	19680	31.78353659	7.017276423	13	0.1907	42.55235085	15.95857379	51.32823065	17.72997039	1	2,600-1,800 BC cal?	Chalcolithic/Early Bronze	N	?	Portugal	Zambujal		Wild?					Simon Davis		Estremadura Z274	ANC-Cside	Eu	9	41	38.77	9.32	0.040991994	681	0	no	PCR
